entry_utc,exit_utc,closest_approach_utc,duration_hours,min_distance_from_earth_center_km,min_distance_earth_radii
2099-08-04 12:22:00,2099-08-05 05:55:57,2099-08-04 21:11:29,17.57,3794,0.596
2099-08-31 21:33:04,2099-09-01 19:11:54,2099-09-01 08:24:29,21.65,87,0.014
2099-09-14 13:37:52,2099-09-15 07:45:54,2099-09-14 22:42:08,18.13,748,0.117
2099-09-28 13:58:23,2099-09-29 05:24:51,2099-09-28 21:40:52,15.44,4459,0.700
2100-01-29 01:12:32,2100-01-29 14:55:34,2100-01-29 08:02:48,13.72,5091,0.799
2102-03-15 01:05:03,2102-03-15 17:10:39,2102-03-15 09:09:21,16.09,4673,0.733
2102-07-15 11:24:37,2102-07-16 04:58:14,2102-07-15 20:11:55,17.56,3683,0.578
2102-07-29 06:17:51,2102-07-30 00:29:03,2102-07-29 15:23:42,18.19,644,0.101
2102-08-11 23:11:47,2102-08-12 20:30:53,2102-08-12 09:48:35,21.32,1092,0.171
2102-08-26 08:15:39,2102-08-26 14:10:26,2102-08-26 11:13:03,5.91,6080,0.954
2102-09-08 13:28:36,2102-09-09 04:19:41,2102-09-08 20:51:53,14.85,4681,0.735
2102-10-19 11:46:31,2102-10-19 21:06:11,2102-10-19 16:26:21,9.33,5942,0.933
2102-11-14 22:45:55,2102-11-15 23:20:03,2102-11-15 11:00:44,24.57,94,0.015
2102-12-12 05:40:07,2102-12-13 02:47:09,2102-12-12 16:11:23,21.12,100,0.016
2105-06-10 22:33:22,2105-06-11 17:30:19,2105-06-11 08:02:20,18.95,554,0.087
2105-06-24 10:54:59,2105-06-25 05:57:02,2105-06-24 20:23:15,19.03,3251,0.510
2105-07-08 14:23:05,2105-07-09 06:59:47,2105-07-08 22:42:56,16.61,4018,0.631
2105-07-21 17:58:27,2105-07-22 16:01:34,2105-07-22 04:55:45,22.05,880,0.138
2105-08-04 14:09:06,2105-08-05 11:31:53,2105-08-05 00:52:30,21.38,3132,0.492
2105-08-17 23:01:29,2105-08-18 21:12:36,2105-08-18 10:05:48,22.19,239,0.038
2105-08-31 07:47:23,2105-09-01 06:21:18,2105-08-31 19:04:21,22.57,2930,0.460
2105-09-14 03:25:04,2105-09-15 01:13:05,2105-09-14 14:21:20,21.80,1082,0.170
2105-10-11 10:45:01,2105-10-12 06:47:34,2105-10-11 20:49:18,20.04,2657,0.417
2105-10-24 17:52:09,2105-10-25 10:51:58,2105-10-25 02:21:04,17.00,3193,0.501
2105-11-08 02:02:36,2105-11-08 12:06:44,2105-11-08 07:04:55,10.07,5657,0.888
2105-11-21 18:34:54,2105-11-22 06:59:19,2105-11-22 00:47:21,12.41,4663,0.732
2108-04-23 13:18:43,2108-04-24 09:01:42,2108-04-23 23:11:12,19.72,1245,0.195
2108-05-20 21:09:05,2108-05-21 20:04:33,2108-05-21 08:39:04,22.92,851,0.134
2108-06-16 19:32:23,2108-06-17 16:50:15,2108-06-17 06:12:19,21.30,3491,0.548
2108-06-30 12:10:51,2108-06-30 21:00:19,2108-06-30 16:35:50,8.82,5848,0.918
2108-07-27 14:13:00,2108-07-28 06:24:11,2108-07-27 22:20:21,16.19,4316,0.677
2108-08-23 20:55:08,2108-08-24 18:07:39,2108-08-24 07:34:24,21.21,1435,0.225
2108-09-06 09:32:04,2108-09-06 23:38:21,2108-09-06 16:34:57,14.10,4209,0.661
2108-09-20 10:11:32,2108-09-21 05:44:07,2108-09-20 19:58:19,19.54,2726,0.428
2108-10-04 07:48:39,2108-10-04 22:48:11,2108-10-04 15:18:55,14.99,3640,0.571
2111-03-07 02:27:13,2111-03-07 18:39:56,2111-03-07 10:34:35,16.21,4270,0.670
2111-04-03 08:41:40,2111-04-03 21:23:24,2111-04-03 15:03:02,12.70,5492,0.862
2111-07-07 12:59:35,2111-07-07 23:41:26,2111-07-07 18:21:00,10.70,5531,0.868
2111-07-21 02:04:29,2111-07-21 15:53:14,2111-07-21 08:58:51,13.81,4171,0.655
2111-08-03 21:27:56,2111-08-04 18:52:41,2111-08-04 08:09:19,21.41,631,0.099
2111-08-17 22:51:39,2111-08-18 14:56:44,2111-08-18 06:54:56,16.08,3253,0.511
2111-08-31 12:08:10,2111-09-01 05:44:59,2111-08-31 20:54:05,17.61,3732,0.586
2111-11-07 08:05:18,2111-11-08 05:22:31,2111-11-07 18:43:09,21.29,3578,0.562
2111-12-04 05:46:08,2111-12-05 04:45:28,2111-12-04 17:13:03,22.99,210,0.033
2111-12-31 21:30:47,2112-01-01 14:15:52,2112-01-01 05:52:35,16.75,3410,0.535
2114-06-02 18:54:28,2114-06-03 09:46:51,2114-06-03 02:20:24,14.87,3782,0.594
2114-06-16 11:55:26,2114-06-17 03:46:41,2114-06-16 19:49:48,15.85,4407,0.692
2114-06-30 12:28:57,2114-07-01 06:43:04,2114-06-30 21:37:16,18.24,2542,0.399
2114-07-13 19:40:21,2114-07-14 17:30:09,2114-07-14 06:31:15,21.83,1109,0.174
2114-07-27 23:36:46,2114-07-28 13:55:02,2114-07-28 06:47:09,14.30,4982,0.782
2114-08-10 02:22:18,2114-08-11 00:28:59,2114-08-10 13:22:09,22.11,626,0.098
2114-08-23 15:24:51,2114-08-24 16:18:54,2114-08-24 03:53:08,24.90,1229,0.193
2114-09-06 06:54:50,2114-09-07 04:28:08,2114-09-06 17:41:44,21.55,1474,0.231
2114-09-19 13:51:21,2114-09-20 05:58:11,2114-09-19 21:54:16,16.11,4818,0.756
2114-10-03 12:16:04,2114-10-04 08:40:37,2114-10-03 22:31:21,20.41,2467,0.387
2114-10-16 18:11:25,2114-10-17 06:41:52,2114-10-17 00:25:54,12.51,5150,0.808
2114-10-30 22:49:55,2114-10-31 14:14:29,2114-10-31 06:33:42,15.41,4557,0.715
2114-11-13 08:25:43,2114-11-14 02:59:26,2114-11-13 17:42:05,18.56,796,0.125
2117-04-15 11:16:13,2117-04-16 02:17:44,2117-04-15 18:46:58,15.03,3913,0.614
2117-05-13 00:17:02,2117-05-13 21:21:00,2117-05-13 10:51:01,21.07,1062,0.167
2117-06-09 01:44:15,2117-06-10 02:11:21,2117-06-09 14:00:03,24.45,132,0.021
2117-06-22 14:17:43,2117-06-23 01:48:48,2117-06-22 20:03:01,11.52,5460,0.857
2117-07-06 04:03:48,2117-07-06 12:59:03,2117-07-06 08:31:41,8.92,5970,0.937
2117-07-19 16:38:00,2117-07-20 08:33:50,2117-07-20 00:37:25,15.93,4420,0.694
2117-08-15 21:33:25,2117-08-16 17:53:06,2117-08-16 07:46:46,20.33,2375,0.373
2117-09-12 07:49:29,2117-09-13 05:12:18,2117-09-12 18:32:54,21.38,1090,0.171
2117-09-25 23:20:42,2117-09-26 17:37:35,2117-09-26 08:29:08,18.28,135,0.021
2117-10-10 02:16:20,2117-10-10 13:04:07,2117-10-10 07:39:44,10.80,5522,0.867
2120-02-27 04:08:35,2120-02-27 12:18:49,2120-02-27 08:13:57,8.17,5833,0.916
2120-03-25 09:48:33,2120-03-26 05:52:43,2120-03-25 19:52:23,20.07,3255,0.511
2120-07-25 20:26:22,2120-07-26 16:12:36,2120-07-26 06:20:14,19.77,2500,0.392
2120-08-08 15:47:54,2120-08-09 10:00:43,2120-08-09 00:54:49,18.21,195,0.031
2120-08-22 09:59:03,2120-08-23 06:06:20,2120-08-22 20:00:26,20.12,2310,0.363
2120-09-19 03:57:32,2120-09-19 10:48:12,2120-09-19 07:22:22,6.84,6050,0.950
2120-11-25 10:20:28,2120-11-26 10:14:35,2120-11-25 22:15:17,23.90,1692,0.266
2120-12-22 16:43:05,2120-12-23 13:32:59,2120-12-23 03:06:02,20.83,1420,0.223
2123-06-08 14:42:03,2123-06-08 21:58:42,2123-06-08 18:20:23,7.28,6006,0.943
2123-06-22 08:11:30,2123-06-23 03:04:09,2123-06-22 17:38:20,18.88,33,0.005
2123-07-05 20:20:32,2123-07-06 17:22:24,2123-07-06 06:48:28,21.03,1885,0.296
2123-07-20 02:17:51,2123-07-20 15:48:19,2123-07-20 09:03:50,13.51,4904,0.770
2123-08-02 04:50:00,2123-08-03 02:52:48,2123-08-02 15:46:54,22.05,713,0.112
2123-08-16 03:40:50,2123-08-16 20:19:42,2123-08-16 12:01:16,16.65,4663,0.732
2123-08-29 10:38:49,2123-08-30 07:46:58,2123-08-29 21:11:08,21.14,1934,0.304
2123-09-11 17:45:58,2123-09-12 18:48:48,2123-09-12 06:17:23,25.05,1175,0.184
2123-09-25 15:09:23,2123-09-26 11:16:47,2123-09-26 01:14:50,20.12,2678,0.420
2123-10-08 20:14:32,2123-10-09 09:25:15,2123-10-09 02:49:23,13.18,5240,0.822
2123-10-22 22:28:56,2123-10-23 15:48:11,2123-10-23 07:10:49,17.32,3980,0.625
2123-11-05 03:29:47,2123-11-05 22:02:15,2123-11-05 12:45:16,18.54,2250,0.353
2123-12-03 06:36:50,2123-12-03 15:35:14,2123-12-03 11:06:17,8.97,5551,0.871
