entry_utc,exit_utc,closest_approach_utc,duration_hours,min_distance_from_earth_center_km,min_distance_earth_radii
1937-07-19 02:52:02,1937-07-19 21:14:21,1937-07-19 11:59:56,18.37,3660,0.574
1937-08-01 23:08:58,1937-08-02 21:27:19,1937-08-02 10:20:53,22.31,1978,0.311
1937-08-15 07:35:52,1937-08-16 04:19:37,1937-08-15 17:55:14,20.73,2379,0.373
1937-08-28 19:18:13,1937-08-29 18:13:19,1937-08-29 06:47:01,22.92,2808,0.441
1937-09-11 11:15:58,1937-09-12 08:38:02,1937-09-11 21:57:45,21.37,1635,0.257
1937-10-08 16:23:03,1937-10-09 14:18:07,1937-10-09 03:24:20,21.92,345,0.054
1937-11-05 02:10:36,1937-11-05 22:34:50,1937-11-05 12:25:28,20.40,2242,0.352
1937-11-18 15:33:34,1937-11-19 09:56:05,1937-11-19 00:44:20,18.38,163,0.026
1937-12-02 22:09:07,1937-12-03 03:21:34,1937-12-03 00:45:05,5.21,6184,0.971
1940-04-20 19:44:40,1940-04-21 06:45:44,1940-04-21 01:15:27,11.02,5260,0.826
1940-05-18 04:40:21,1940-05-19 02:13:13,1940-05-18 15:28:47,21.55,1339,0.210
1940-06-14 06:52:55,1940-06-15 03:27:04,1940-06-14 17:11:45,20.57,3607,0.566
1940-08-21 06:02:52,1940-08-21 20:32:38,1940-08-21 13:19:15,14.50,4758,0.747
1940-09-17 14:09:13,1940-09-18 11:32:25,1940-09-18 00:52:34,21.39,890,0.140
1940-10-01 06:21:23,1940-10-02 00:12:57,1940-10-01 15:17:40,17.86,1188,0.186
1940-10-15 05:13:34,1940-10-15 23:01:25,1940-10-15 14:06:29,17.80,3615,0.567
1941-01-18 21:01:17,1941-01-18 21:49:23,1941-01-18 21:25:05,0.80,6368,1.000
1941-02-14 15:59:00,1941-02-15 08:31:02,1941-02-15 00:13:16,16.53,4272,0.671
1943-03-31 21:57:30,1943-04-01 02:37:45,1943-04-01 00:17:52,4.67,6251,0.981
1943-08-01 04:56:52,1943-08-01 20:46:07,1943-08-01 12:51:44,15.82,4327,0.679
1943-08-14 22:30:08,1943-08-15 16:24:09,1943-08-15 07:27:54,17.90,1385,0.217
1943-08-28 15:27:52,1943-08-29 13:09:25,1943-08-29 02:15:38,21.69,308,0.048
1943-09-11 21:23:36,1943-09-12 08:37:49,1943-09-12 03:01:28,11.24,5271,0.827
1943-09-25 03:36:20,1943-09-25 21:51:29,1943-09-25 12:40:39,18.25,3540,0.556
1943-10-22 12:11:18,1943-10-23 01:38:34,1943-10-22 18:53:41,13.45,5049,0.792
1943-11-04 20:32:34,1943-11-05 16:52:04,1943-11-05 06:42:19,20.33,3932,0.617
1943-11-18 16:36:14,1943-11-19 03:54:03,1943-11-18 22:15:39,11.30,5488,0.861
1943-12-01 14:09:47,1943-12-02 13:31:21,1943-12-02 01:48:04,23.36,1668,0.262
1943-12-15 21:49:11,1943-12-16 06:32:17,1943-12-16 02:11:29,8.72,5875,0.922
1943-12-28 22:29:27,1943-12-29 19:07:10,1943-12-29 08:46:19,20.63,343,0.054
1946-06-27 14:21:12,1946-06-28 09:00:24,1946-06-27 23:41:33,18.65,1545,0.242
1946-07-11 04:24:55,1946-07-11 21:26:17,1946-07-11 12:53:21,17.02,4115,0.646
1946-07-25 03:31:48,1946-07-25 23:24:04,1946-07-25 13:30:11,19.87,2560,0.402
1946-08-07 10:20:19,1946-08-08 07:31:25,1946-08-07 20:52:07,21.18,2051,0.322
1946-08-21 02:44:51,1946-08-22 03:10:40,1946-08-21 15:00:16,24.43,1026,0.161
1946-09-03 14:39:32,1946-09-04 12:29:24,1946-09-04 01:32:58,21.83,1159,0.182
1946-09-17 01:43:47,1946-09-17 16:21:36,1946-09-17 09:02:42,14.63,5210,0.818
1946-09-30 18:43:30,1946-10-01 16:43:48,1946-10-01 05:46:24,22.00,334,0.052
1946-10-28 01:50:23,1946-10-28 23:13:56,1946-10-28 12:35:39,21.39,1397,0.219
1946-11-10 10:57:23,1946-11-11 02:48:39,1946-11-10 18:52:16,15.85,3638,0.571
1946-11-24 15:41:10,1946-11-25 06:47:26,1946-11-24 23:15:03,15.10,4588,0.720
1946-12-08 12:33:33,1946-12-09 00:32:11,1946-12-08 18:32:52,11.98,4777,0.750
1949-05-10 05:20:06,1949-05-11 00:27:31,1949-05-10 14:55:04,19.12,2261,0.355
1949-06-06 11:31:37,1949-06-07 10:41:49,1949-06-06 23:09:28,23.17,998,0.157
1949-07-03 15:22:26,1949-07-04 01:10:06,1949-07-03 20:16:16,9.79,5888,0.924
1949-08-13 08:31:25,1949-08-13 19:49:54,1949-08-13 14:11:25,11.31,5460,0.857
1949-09-09 13:43:40,1949-09-10 09:51:35,1949-09-09 23:50:08,20.13,2372,0.372
1949-09-23 02:47:53,1949-09-23 14:52:00,1949-09-23 08:49:42,12.07,4850,0.761
1949-10-07 02:06:02,1949-10-07 22:43:46,1949-10-07 12:24:54,20.63,1871,0.294
1949-10-21 00:37:37,1949-10-21 16:06:32,1949-10-21 08:22:34,15.48,3382,0.531
1949-11-03 23:06:46,1949-11-04 03:42:16,1949-11-04 01:24:31,4.59,6227,0.977
1950-02-06 20:01:03,1950-02-07 09:40:58,1950-02-07 02:50:01,13.67,5256,0.825
1952-03-22 20:19:48,1952-03-23 08:29:12,1952-03-23 02:25:15,12.16,5346,0.839
1952-07-23 08:41:39,1952-07-23 13:26:18,1952-07-23 11:03:59,4.74,6215,0.976
1952-08-05 19:14:36,1952-08-06 06:38:04,1952-08-06 00:56:05,11.39,4979,0.781
1952-08-19 14:22:44,1952-08-20 11:29:29,1952-08-20 00:55:07,21.11,1317,0.207
1952-09-02 14:20:06,1952-09-03 07:38:49,1952-09-02 23:00:28,17.31,2512,0.394
1952-09-16 03:28:08,1952-09-16 23:05:01,1952-09-16 13:13:04,19.61,2788,0.438
1952-10-13 15:23:47,1952-10-14 04:04:04,1952-10-13 21:42:40,12.67,5208,0.817
1952-11-09 23:04:50,1952-11-10 05:23:15,1952-11-10 02:13:47,6.31,6107,0.959
1952-11-22 20:49:04,1952-11-23 21:34:50,1952-11-23 09:10:27,24.76,1562,0.245
1952-12-07 03:48:55,1952-12-07 06:39:29,1952-12-07 05:14:12,2.84,6320,0.992
1952-12-19 21:48:42,1952-12-20 19:53:46,1952-12-20 08:48:29,22.08,1245,0.195
1953-01-16 14:55:08,1953-01-17 07:35:50,1953-01-16 23:14:29,16.68,3292,0.517
1955-06-19 11:53:08,1955-06-20 00:49:53,1955-06-19 18:21:31,12.95,4578,0.719
1955-07-03 05:57:37,1955-07-03 18:56:56,1955-07-03 12:26:32,12.99,5156,0.809
1955-07-17 03:08:55,1955-07-17 22:47:17,1955-07-17 12:59:51,19.64,1416,0.222
1955-07-30 12:12:30,1955-07-31 09:14:19,1955-07-30 22:39:24,21.03,2132,0.335
1955-08-13 11:18:51,1955-08-14 07:10:37,1955-08-13 21:16:44,19.86,3309,0.519
1955-08-26 17:53:59,1955-08-27 16:02:37,1955-08-27 04:54:48,22.14,701,0.110
1955-09-09 05:25:20,1955-09-10 06:36:08,1955-09-09 18:02:14,25.18,1003,0.158
1955-09-22 21:51:31,1955-09-23 19:58:19,1955-09-23 08:55:25,22.11,4,0.001
1955-10-20 03:00:24,1955-10-21 00:43:42,1955-10-20 13:55:48,21.72,1066,0.167
1955-11-02 12:32:05,1955-11-02 19:37:33,1955-11-02 16:04:34,7.09,5991,0.940
1955-11-16 13:04:05,1955-11-17 07:42:08,1955-11-16 22:25:22,18.63,3355,0.527
1955-11-30 01:56:39,1955-11-30 20:17:31,1955-11-30 11:06:35,18.35,751,0.118
1958-05-02 04:20:44,1958-05-02 17:42:23,1958-05-02 11:01:34,13.36,4602,0.722
1958-05-29 14:53:21,1958-05-30 12:35:01,1958-05-30 01:46:11,21.69,363,0.057
1958-06-25 16:22:09,1958-06-26 15:43:51,1958-06-26 04:05:00,23.36,2073,0.325
1958-08-05 11:06:46,1958-08-05 21:25:30,1958-08-05 16:16:38,10.31,5634,0.884
1958-09-01 14:31:38,1958-09-02 09:00:23,1958-09-01 23:48:31,18.48,3391,0.532
1958-09-29 00:05:17,1958-09-29 21:42:21,1958-09-29 10:55:34,21.62,239,0.037
1958-10-12 16:10:45,1958-10-13 10:18:13,1958-10-13 01:14:44,18.12,499,0.078
1958-10-26 16:39:40,1958-10-27 07:25:51,1958-10-27 00:02:00,14.77,4652,0.730
1959-02-26 06:23:34,1959-02-26 15:58:49,1959-02-26 11:10:26,9.59,5769,0.906
1961-03-15 00:35:15,1961-03-15 01:10:03,1961-03-15 00:52:39,0.58,6369,1.000
1961-04-11 03:06:03,1961-04-11 18:38:38,1961-04-11 10:53:20,15.54,4824,0.757
1961-08-11 13:38:07,1961-08-12 08:17:46,1961-08-11 22:58:27,18.66,3168,0.497
1961-08-25 08:01:48,1961-08-26 02:07:06,1961-08-25 17:05:12,18.09,859,0.135
1961-09-08 01:58:20,1961-09-08 23:00:09,1961-09-08 12:26:44,21.03,1512,0.237
1961-09-22 10:55:11,1961-09-22 15:57:37,1961-09-22 13:26:39,5.04,6162,0.967
1961-10-05 16:12:26,1961-10-06 06:11:37,1961-10-05 23:10:16,13.99,4901,0.769
1961-11-15 13:33:31,1961-11-15 22:43:51,1961-11-15 18:08:26,9.17,5960,0.936
1961-12-12 00:58:00,1961-12-13 01:21:46,1961-12-12 13:06:53,24.40,119,0.019
1962-01-08 09:23:19,1962-01-09 06:02:19,1962-01-08 19:40:49,20.65,965,0.151
1964-07-07 23:55:01,1964-07-08 18:44:08,1964-07-08 09:20:20,18.82,998,0.157
1964-07-21 13:19:11,1964-07-22 09:22:22,1964-07-21 23:17:31,20.05,2711,0.426
1964-08-04 15:03:55,1964-08-05 08:52:07,1964-08-04 23:59:46,17.80,3552,0.557
1964-08-17 20:38:38,1964-08-18 18:52:14,1964-08-18 07:40:56,22.23,441,0.069
1964-08-31 15:00:13,1964-09-01 13:22:00,1964-09-01 02:13:07,22.36,2674,0.420
1964-09-14 01:31:57,1964-09-14 23:37:53,1964-09-14 12:33:25,22.10,519,0.081
1964-09-27 09:38:12,1964-09-28 07:06:50,1964-09-27 20:22:31,21.48,3426,0.538
1964-10-11 05:38:22,1964-10-12 03:19:18,1964-10-11 16:31:20,21.68,1212,0.190
1964-11-07 12:44:39,1964-11-08 08:46:37,1964-11-07 22:49:08,20.03,2660,0.417
1964-11-20 20:33:12,1964-11-21 14:15:12,1964-11-21 05:23:12,17.70,2651,0.416
1964-12-05 03:46:50,1964-12-05 14:17:59,1964-12-05 09:02:39,10.52,5588,0.877
1964-12-19 00:55:46,1964-12-19 09:00:50,1964-12-19 04:58:33,8.08,5705,0.895
1967-05-21 14:59:52,1967-05-22 10:36:33,1967-05-22 00:49:13,19.61,1520,0.239
1967-06-17 22:09:28,1967-06-18 21:18:13,1967-06-18 09:46:21,23.15,234,0.037
1967-07-01 13:27:11,1967-07-01 16:39:48,1967-07-01 15:03:29,3.21,6306,0.990
1967-07-14 21:44:54,1967-07-15 16:52:05,1967-07-15 07:19:14,19.12,4208,0.661
1967-07-28 13:33:18,1967-07-29 01:00:08,1967-07-28 19:16:43,11.45,5461,0.857
1967-08-24 16:18:32,1967-08-25 09:31:05,1967-08-25 00:56:49,17.21,3957,0.621
1967-09-20 23:20:11,1967-09-21 20:43:15,1967-09-21 10:04:58,21.38,1141,0.179
1967-10-04 11:42:58,1967-10-05 01:51:05,1967-10-04 18:46:47,14.14,4165,0.654
1967-10-18 12:44:02,1967-10-19 07:57:08,1967-10-18 22:20:50,19.22,2915,0.457
1967-11-01 11:42:09,1967-11-02 01:25:39,1967-11-01 18:34:24,13.73,4193,0.658
1970-04-03 04:31:18,1970-04-03 21:03:01,1970-04-03 12:48:09,16.53,4208,0.661
1970-04-30 11:56:18,1970-04-30 20:52:44,1970-04-30 16:24:46,8.94,5953,0.934
1970-08-03 14:35:35,1970-08-04 03:55:49,1970-08-03 21:16:27,13.34,5003,0.785
1970-08-17 04:02:43,1970-08-17 16:53:13,1970-08-17 10:27:43,12.84,4525,0.710
1970-08-31 00:15:47,1970-08-31 21:47:07,1970-08-31 11:00:12,21.52,154,0.024
1970-09-14 00:51:58,1970-09-14 17:04:04,1970-09-14 08:58:46,16.20,3184,0.500
1970-09-27 15:09:30,1970-09-28 07:56:28,1970-09-27 23:30:29,16.78,4052,0.636
1970-12-04 09:54:30,1970-12-05 07:12:30,1970-12-04 20:32:00,21.30,3569,0.560
1970-12-31 08:41:45,1971-01-01 07:25:38,1970-12-31 20:00:41,22.73,314,0.049
1971-01-28 02:49:44,1971-01-28 17:00:19,1971-01-28 09:54:02,14.18,4423,0.694
1973-06-29 20:45:12,1973-06-30 10:51:27,1973-06-30 03:48:35,14.10,4128,0.648
1973-07-13 13:59:54,1973-07-14 07:27:00,1973-07-13 22:42:12,17.45,3873,0.608
1973-07-27 13:34:02,1973-07-28 08:20:30,1973-07-27 22:58:31,18.77,2130,0.334
1973-08-09 22:19:17,1973-08-10 20:24:43,1973-08-10 09:17:15,22.09,638,0.100
1973-08-24 00:18:38,1973-08-24 16:08:34,1973-08-24 08:15:06,15.83,4627,0.726
1973-09-06 04:57:36,1973-09-07 02:56:00,1973-09-06 15:53:32,21.97,945,0.148
1973-09-19 16:39:10,1973-09-20 17:55:30,1973-09-20 05:18:35,25.27,836,0.131
1973-10-03 09:10:22,1973-10-04 06:34:01,1973-10-03 19:52:41,21.39,1625,0.255
1973-10-16 16:00:14,1973-10-17 06:42:08,1973-10-16 23:20:41,14.70,5109,0.802
1973-10-30 14:11:44,1973-10-31 10:35:33,1973-10-31 00:27:09,20.40,2472,0.388
1973-11-12 20:02:52,1973-11-13 09:42:45,1973-11-13 02:51:48,13.66,4847,0.761
1973-11-27 00:30:26,1973-11-27 16:15:55,1973-11-27 08:24:56,15.76,4459,0.700
1973-12-10 12:35:57,1973-12-11 06:30:13,1973-12-10 21:32:50,17.90,1715,0.269
1976-05-12 13:17:13,1976-05-13 04:09:42,1976-05-12 20:43:43,14.87,4007,0.629
1976-06-09 01:18:45,1976-06-09 22:40:00,1976-06-09 12:01:38,21.35,548,0.086
1976-06-22 13:56:14,1976-06-22 21:50:30,1976-06-22 17:52:37,7.90,5968,0.937
1976-07-06 02:46:57,1976-07-07 03:09:21,1976-07-06 15:00:24,24.37,582,0.091
1976-07-19 15:51:17,1976-07-20 05:41:22,1976-07-19 22:45:35,13.83,5005,0.786
1976-08-15 18:37:36,1976-08-16 11:49:53,1976-08-16 03:15:00,17.20,3996,0.627
1976-09-11 23:51:25,1976-09-12 20:36:52,1976-09-12 10:17:23,20.76,2008,0.315
1976-10-09 10:19:33,1976-10-10 07:30:43,1976-10-09 20:56:53,21.19,1364,0.214
1976-10-23 02:11:27,1976-10-23 20:22:45,1976-10-23 11:17:21,18.19,229,0.036
1976-11-06 04:58:10,1976-11-06 14:51:37,1976-11-06 09:54:39,9.89,5667,0.890
1979-03-26 05:38:31,1979-03-26 16:24:55,1979-03-26 11:01:58,10.77,5418,0.850
1979-04-22 11:36:09,1979-04-23 07:14:25,1979-04-22 21:27:02,19.64,3483,0.547
1979-08-22 22:53:28,1979-08-23 19:16:25,1979-08-23 09:05:27,20.38,2013,0.316
1979-09-05 17:39:36,1979-09-06 11:49:36,1979-09-06 02:45:21,18.17,307,0.048
1979-09-19 12:50:31,1979-09-20 08:25:49,1979-09-19 22:35:55,19.59,2684,0.421
1979-10-17 07:14:23,1979-10-17 12:00:16,1979-10-17 09:37:19,4.76,6217,0.976
1979-12-23 12:45:41,1979-12-24 12:09:55,1979-12-24 00:25:03,23.40,1972,0.310
1980-01-19 20:46:58,1980-01-20 16:28:47,1980-01-20 06:35:53,19.70,2317,0.364
1982-07-05 15:32:36,1982-07-06 02:58:55,1982-07-05 21:15:30,11.44,5426,0.852
1982-07-19 09:32:06,1982-07-20 04:22:52,1982-07-19 18:58:29,18.85,469,0.074
1982-08-01 22:57:43,1982-08-02 20:31:09,1982-08-02 09:40:41,21.56,1327,0.208
1982-08-16 03:01:03,1982-08-16 17:57:04,1982-08-16 10:30:19,14.93,4523,0.710
1982-08-29 07:36:54,1982-08-30 05:27:01,1982-08-29 18:27:42,21.84,1141,0.179
1982-09-12 04:28:01,1982-09-12 22:30:26,1982-09-12 13:30:29,18.04,4320,0.678
1982-09-25 13:08:36,1982-09-26 09:57:26,1982-09-25 23:31:31,20.81,2180,0.342
1982-10-08 19:19:50,1982-10-09 20:04:35,1982-10-09 07:42:13,24.75,1582,0.248
1982-10-22 17:14:05,1982-10-23 13:12:11,1982-10-23 03:15:23,19.97,2756,0.433
1982-11-04 22:12:44,1982-11-05 11:07:15,1982-11-05 04:39:30,12.91,5275,0.828
1982-11-19 00:14:06,1982-11-19 17:42:32,1982-11-19 09:01:04,17.47,3926,0.616
1982-12-02 06:30:35,1982-12-03 01:30:41,1982-12-02 15:59:23,19.00,1602,0.251
1985-06-01 00:45:56,1985-06-01 20:32:54,1985-06-01 10:40:25,19.78,825,0.130
1985-06-14 16:16:47,1985-06-14 22:56:19,1985-06-14 19:36:03,6.66,6085,0.955
1985-06-28 09:12:15,1985-06-29 07:30:19,1985-06-28 20:23:32,22.30,1419,0.223
1985-07-11 18:21:41,1985-07-12 09:51:59,1985-07-12 02:05:05,15.51,4606,0.723
1985-07-25 06:44:36,1985-07-26 05:59:32,1985-07-25 18:23:34,23.25,2527,0.397
1985-08-07 21:25:36,1985-08-08 15:20:58,1985-08-08 06:23:32,17.92,3759,0.590
1985-09-04 01:29:43,1985-09-04 21:47:42,1985-09-04 11:41:42,20.30,2447,0.384
1985-10-01 09:20:43,1985-10-02 07:08:41,1985-10-01 20:18:12,21.80,87,0.014
1985-10-14 20:55:20,1985-10-15 12:44:41,1985-10-15 04:49:46,15.82,3425,0.538
1985-10-28 23:42:36,1985-10-29 16:44:55,1985-10-29 08:14:00,17.04,3936,0.618
1985-11-11 23:14:32,1985-11-12 10:24:22,1985-11-12 04:49:27,11.16,5033,0.790
1988-04-13 13:40:10,1988-04-14 08:32:17,1988-04-13 23:07:28,18.87,3145,0.494
1988-05-10 18:12:46,1988-05-11 12:07:18,1988-05-11 03:11:32,17.91,4400,0.691
1988-08-13 22:48:25,1988-08-14 16:06:09,1988-08-14 07:28:47,17.30,3795,0.596
1988-08-27 12:59:53,1988-08-28 03:07:40,1988-08-27 20:03:47,14.13,4031,0.633
1988-09-10 10:27:01,1988-09-11 07:41:43,1988-09-10 21:03:22,21.25,976,0.153
1988-09-24 11:38:14,1988-09-25 02:21:54,1988-09-24 19:00:34,14.73,3888,0.610
1988-10-08 03:38:24,1988-10-08 15:52:16,1988-10-08 09:43:50,12.23,5263,0.826
1988-12-15 01:47:36,1988-12-15 13:59:56,1988-12-15 07:53:31,12.21,5620,0.882
1989-01-10 20:17:23,1989-01-11 18:13:19,1989-01-11 07:12:20,21.93,1932,0.303
1989-02-07 15:41:32,1989-02-08 01:23:37,1989-02-07 20:32:19,9.70,5566,0.874
1991-07-11 05:44:26,1991-07-11 20:46:16,1991-07-11 13:15:21,15.03,3688,0.579
1991-07-24 22:59:11,1991-07-25 18:56:47,1991-07-25 08:55:59,19.96,2605,0.409
1991-08-08 00:08:10,1991-08-08 17:47:20,1991-08-08 08:59:00,17.65,2837,0.445
1991-08-21 08:58:58,1991-08-22 06:54:04,1991-08-21 19:52:16,21.92,819,0.129
1991-09-04 15:08:30,1991-09-04 23:25:34,1991-09-04 19:17:17,8.28,5937,0.932
1991-09-17 16:41:29,1991-09-18 12:59:48,1991-09-18 02:47:24,20.31,2555,0.401
1991-10-01 05:05:37,1991-10-02 04:11:13,1991-10-01 16:39:25,23.09,2710,0.425
1991-10-14 21:13:27,1991-10-15 16:19:06,1991-10-15 06:46:47,19.09,3228,0.507
1991-10-28 00:14:25,1991-10-28 21:08:57,1991-10-28 10:40:41,20.91,3412,0.535
1991-11-11 02:03:01,1991-11-11 19:43:01,1991-11-11 10:55:31,17.67,3872,0.608
1991-11-24 05:02:05,1991-11-24 22:32:14,1991-11-24 13:45:54,17.50,3619,0.568
1991-12-08 12:54:52,1991-12-08 23:46:36,1991-12-08 18:21:44,10.86,5559,0.872
1991-12-21 23:35:33,1991-12-22 16:31:29,1991-12-22 08:03:01,16.93,2720,0.427
1994-05-23 22:22:23,1994-05-24 14:17:42,1994-05-24 06:20:18,15.92,3460,0.543
1994-06-20 11:52:16,1994-06-21 08:30:02,1994-06-20 22:13:09,20.63,1408,0.221
1994-07-03 20:32:43,1994-07-04 12:56:02,1994-07-04 04:42:07,16.39,4354,0.683
1994-07-17 13:53:17,1994-07-18 13:55:09,1994-07-18 01:56:43,24.03,878,0.138
1994-07-31 00:20:45,1994-07-31 19:28:15,1994-07-31 09:53:15,19.12,3277,0.514
1994-08-13 12:53:00,1994-08-14 04:33:56,1994-08-13 20:43:28,15.68,5029,0.789
1994-08-27 03:55:52,1994-08-28 00:26:41,1994-08-27 14:13:17,20.51,2366,0.371
1994-09-23 09:47:15,1994-09-24 07:36:39,1994-09-23 20:45:43,21.82,636,0.100
1994-10-06 23:58:02,1994-10-07 00:51:29,1994-10-07 00:24:30,0.89,6365,0.999
1994-10-20 20:52:36,1994-10-21 16:57:10,1994-10-21 06:56:53,20.08,2462,0.386
1994-11-03 12:24:56,1994-11-04 06:25:12,1994-11-03 21:25:19,18.00,1015,0.159
1997-04-05 14:01:42,1997-04-06 04:11:38,1997-04-05 21:07:10,14.17,4547,0.714
1997-05-02 21:07:47,1997-05-03 18:47:46,1997-05-03 07:59:47,21.67,2226,0.349
1997-08-06 00:25:05,1997-08-06 12:26:58,1997-08-06 06:27:01,12.03,5297,0.831
1997-09-02 08:31:11,1997-09-03 05:47:49,1997-09-02 19:10:30,21.28,869,0.136
1997-09-16 03:25:52,1997-09-16 21:33:09,1997-09-16 12:30:15,18.12,273,0.043
1997-09-30 00:04:43,1997-09-30 17:20:27,1997-09-30 08:41:05,17.26,3820,0.600
1998-01-03 01:53:01,1998-01-03 21:36:41,1998-01-03 11:42:51,19.73,3872,0.608
1998-01-30 08:50:01,1998-01-31 02:16:42,1998-01-30 17:31:21,17.44,3697,0.580
2000-07-15 23:16:21,2000-07-16 15:32:43,2000-07-16 07:24:17,16.27,4223,0.663
2000-07-29 19:12:44,2000-07-30 13:58:04,2000-07-30 04:36:09,18.76,66,0.010
2000-08-12 09:08:10,2000-08-13 07:04:28,2000-08-12 20:02:34,21.94,13,0.002
2000-08-26 15:42:49,2000-08-27 02:19:44,2000-08-26 21:01:47,10.62,5495,0.863
2000-09-08 19:12:38,2000-09-09 15:17:52,2000-09-09 05:11:30,20.09,2667,0.419
2000-09-22 20:37:58,2000-09-23 05:06:19,2000-09-23 00:52:24,8.47,5977,0.938
2000-10-06 01:35:16,2000-10-06 19:21:53,2000-10-06 10:27:05,17.78,3796,0.596
2000-10-19 06:13:21,2000-10-20 07:49:51,2000-10-19 19:01:21,25.61,331,0.052
2000-11-02 05:42:11,2000-11-02 22:10:48,2000-11-02 13:57:59,16.48,4275,0.671
2000-11-15 06:31:27,2000-11-16 01:12:38,2000-11-15 15:50:17,18.69,3784,0.594
2000-11-29 12:39:11,2000-11-30 01:41:25,2000-11-29 19:12:03,13.04,5175,0.812
2000-12-12 16:48:35,2000-12-13 12:34:09,2000-12-13 02:39:52,19.76,482,0.076
2003-06-12 10:36:24,2003-06-13 06:19:17,2003-06-12 20:28:51,19.71,187,0.029
2003-06-25 22:26:59,2003-06-26 13:54:16,2003-06-26 06:08:52,15.45,4600,0.722
2003-07-09 20:38:16,2003-07-10 17:20:57,2003-07-10 07:01:37,20.71,2551,0.400
2003-07-23 03:10:59,2003-07-23 23:03:15,2003-07-23 13:04:22,19.87,2914,0.457
2003-08-05 16:58:56,2003-08-06 17:57:56,2003-08-06 05:29:56,24.98,853,0.134
2003-08-19 06:58:11,2003-08-20 03:57:29,2003-08-19 17:28:05,20.99,2054,0.322
2003-09-15 11:27:27,2003-09-16 09:14:59,2003-09-15 22:24:13,21.79,929,0.146
2003-10-12 19:42:57,2003-10-13 17:07:55,2003-10-13 06:28:56,21.42,1314,0.206
